source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,Repetit,electronic-resource-num,Full text,Reason for exclusion,Per llista ongoing ClinicalTrials
random-journal.pdf,ProP11,"Herrera, Fernanda G",2019,eng,pro.p:#5,50-Gy Stereotactic Body Radiation Therapy to the Dominant Intraprostatic Nodule: Results From a Phase 1a/b Trial,"PURPOSE: Although localized prostate cancer (PCa) is multifocal, the dominant intraprostatic nodule (DIN) is responsible for disease progression after radiation therapy. PCa expresses antigens that could be recognized by the immune system. We therefore hypothesized that stereotactic dose escalation to the DIN is safe, may increase local control, and may initiate tumor-specific immune responses. PATIENTS AND METHODS: Patients with localized PCa were treated with stereotactic extreme hypofractionated doses of 36.25 Gy in 5 fractions to the whole prostate while simultaneously escalating doses to the magnetic resonance image-visible DIN (45 Gy, 47.5 Gy, and 50 Gy in 5 fractions). The phase 1a part was designed to determine the recommended phase 1b dose in a ""3 + 3"" cohort-based, dose-escalation design. The primary endpoint was dose-limiting toxicities defined as ≥grade 3 gastrointestinal (GI) or genitourinary (GU) toxicity (or both) by National Cancer Institute Common Terminology Criteria for Adverse Events (version 4) up to 90 days after the first radiation fraction. The secondary endpoints were prostate-specific antigen kinetics, quality of life (QoL), and blood immunologic responses. RESULTS: Nine patients were treated in phase 1a. No dose-limiting toxicities were observed at either level, and therefore the maximum tolerated dose was not reached. Further characterization of tolerability, efficacy, and immunologic outcomes was conducted in the subsequent 11 patients irradiated at the highest dose level (50 Gy) in the phase 1b expansion cohort. Toxicity was 45% and 25% for grades 1 and 2 GU, and 20% and 5% for grades 1 and 2 GI, respectively. No grade 3 or worse toxicity was reported. The average (±standard error of the mean) of the QoL assessments at baseline and at 3-month posttreatment were 0.8 (±0.8) and 3.5 (±1.5) for the bowel (mean difference, 2.7; 95% confidence interval, 0.1-5), and 6.4 (±0.8) and 7.27 (±0.9) for the International Prostate Symptom Score (mean difference, 0.87; 95% confidence interval, 0.3-1.9), respectively. A subset of patients developed antigen-specific immune responses against prostate-specific membrane antigen (n = 2), prostatic acid phosphatase (n = 1), prostate stem cell antigen (n = 4), and prostate-specific antigen (n = 2). CONCLUSIONS: Irradiation of the whole prostate with 36.25 Gy in 5 fractions and dose escalation to 50 Gy to the DIN was tolerable and determined as the recommended phase 1b dose. This treatment has promising antitumor activity, which will be confirmed by the ongoing phase 2 part. Preliminary QoL analysis showed minimal impact in GU, GI, and sexual domains. Stereotactic irradiation induced antigen-specific immune responses in a subset of patients.",exclusion,Other study design (phase I/II),,,10.1016/j.ijrobp.2018.09.023,,,
random-journal.pdf,ProP12,"M.J., Zelefsky",2017,English,pro.p:#5,5-year outcomes of a phase 1 dose escalation study using stereotactic body radiosurgery for patients with clinically localized prostate cancer,"Purpose/Objective(s): The optimal dose when using extreme hypofractionation regimens for localized prostate cancer has not been established. We hypothesized that higher radiation dose levels would be associated with improved tumor control outcomes. We report toxicity outcomes as well as PSA relapse-free survival and 2-Year biopsy results among patients treated on a prospective dose escalation study using high-dose 5-fraction stereotactic body radiosurgery (SBRT) for patients with low and intermediate risk prostate cancer. Purpose/Objective(s): One hundred thirty-six patients were accrued to a Phase I dose escalation study to determine the tolerance of escalating radiation dose levels of SBRT for the treatment of localized prostate cancer. Secondary objectives of this study were to determine tumor control outcomes with dose-escalation. The initial dose level was 32.5 Gy in 5 fractions delivered every other day. After 30 patients were accrued and at least 50% of these were followed for a minimum of 3 months, the dose level was escalated by 2.5 Gy increments. In this fashion 30 patients received a prescription dose of 32.5 Gy, 35 patients were treated to 35 Gy, 36 patients to 37.5 Gy and 35 patients to 40 Gy. Eligibility criteria included only low and intermediate risk patients, and patients treated with neo-adjuvant androgen deprivation were excluded. The median follow-up for the 4 dose levels were 66 months, 54 months, 36 months, and 30 months, respectively. Result(s): The incidence of acute grade 2 rectal toxicities for dose levels 1-4 were 0%, 5.7%, 3.2%, and 3.2%, respectively. No grade 3 or 4 acute rectal toxicities were observed. The incidence of acute grade 2 urinary toxicities for dose levels 1-4 were 13.3%, 8.6%, 13.9%, and 6.5%, respectively. Only 1 patient at the 40 Gy dose level experienced a grade 3 acute toxicity (urinary retention requiring Foley catheter placement). The incidence of late grade 2 rectal toxicities for dose levels 1-4 were 3.3%, 0%, 2.8%, and 0%, respectively. No grade 3 or 4 late rectal toxicities were observed. The incidence of late grade 2 urinary toxicities for dose levels 1-4 were 13.3%, 14.3%, 8.3%, and 9.7%, respectively. Only one late grade 3 urinary toxicity (urethral stricture) developed in the 32.5 Gy dose arm after treatment which was corrected with transurethral resection. No grade 4 late urinary toxicities were observed. The median PSA nadir value at 2 years for the dose groups were 0.7 ng/ml, 0.59 ng/ml, and 0.46 ng/ml and 0.48 ng/ml, respectively. The 3-year PSA relapse free survival outcomes for all 4 dose groups are: 83%, 85%, 90%, and 98% (P < 0.001). The incidence of a positive post-treatment biopsy was 45%, 12%, 17%, and 5%, respectively, for the 4 dose arms (P < 0.001). Conclusion(s): SBRT doses ranging from 32.5 Gy to 40 Gy in 5 fractions were well tolerated without significant urinary or rectal toxicities. PSA and biopsy outcomes suggest that improved outcomes are observed with higher doses.",exclusion,Other study design (phase I/II),,,http://dx.doi.org/10.1016/j.ijrobp.2017.06.361,,,
random-journal.pdf,ProP13,"F., Ceci",2019,English,pro.p:#2,68Ga-PSMA-II PET/CT in prostate cancer patients with biochemical persitence after radical prostatectomy. Detection of cancer locations and impact on subsequent therapy,"Aim: A complete biochemical response immediately after radical prostatectomy (RP) is an indicator of optimal prostate cancer (PCa) control. However, patients with persistent high PSA levels after RP showed less favourable cancer control and survival rates over time. Thus, the precise localization of residual disease after RP is crucial for improving patients' outcome. The primary aim of this study was to assess the role of 68Ga- PSMA-11 PET/CT for detecting PCa location(s) in patients with biochemical persistence (BCP) after RP. Secondary aim was to evaluate its impact on adjuvant radiotherapy (ART) or salvage radiotherapy (SRT) planning. Method(s): 68Ga-PSMA-11 PET/CT is performed in our institution through a prospective, single-center, open-label study approved by local ethical committee (prot. P-5315). Two hundred-eleven PCa patients were referred to our center from November 2016 to December 2018. We performed a retrospective sub-analysis in BCP patients matching these inclusion criteria: 1) RP as primary therapy; 2) PSA-nadir >0.1 ng/mL at 8 weeks after RP; 3) No adjuvant/salvage therapy or hormonal-therapy (ADT) performed after RP; 4) PET scan performed within 12 months from RP. Twenty-one patients matched these criteria and were considered in this analysis (median age 69.6 years; range 52-80). Patients presented with International Society of Urological Pathology (ISUP) grade <=3 (n=8/21) and >=4 (n=13/21), stage >=pT3a (n=11/21), pN1 (n=3/21) and R1 disease (n=9/21), respectively. Median/mean PSA-nadir were 0.2/0.5 +- 0.7 ng/mL (range 0.1-3.3); median/mean PSA doubling time were 3.1/4.7 +- 4.7 months (range 0.6-19.4); median/mean PSA velocity were 0.8/6.5 +- 11.8 ng/mL/year (range 0-30.2). Result(s): 68Ga-PSMA-11 PET/CT detection rate was 52.3% (CI95% 32.4%-71.7%). Median/mean PSA at the time of PET scan were 0.5/1.3 +- 2.1 ng/mL (range 0.21- 8.9). Locally confined disease only (prostate bed) was detected in 4.7% of cases, pelvic nodes were detected in 14.3%, while at least one distant lesion (extra-pelvic nodes and/or bone lesions) was detected in 33.3%. ART/SRT in prostate bed was the intended treatment before PET scan in all cases. ART/SRT plan was reviewed in a tumor board integrating 68Ga-PSMA-11 PET/CT results. ART/SRT planning was confirmed as intended before PET scan in 11/21 patients (10 PET negative and 1 PET positive with prostate bed relapse). 3/21 performed ART/SRT in prostate bed and additional stereotactic radiotherapy on PET positive findings. ART/SRT was aborted in 3/21 patients and ADT was administrated instead of ART/SRT. In 1/21 case ART/SRT was aborted and pelvic lymph-node dissection was performed. In 3/21 cases ART/SRT planned target volume was modified including only PET positive pelvic nodes withouth standard radiotherapy in prostate bed. Conclusion(s): In this patient-series, 68Ga-PSMA-11 PET/CT proved its role in BCP setting detecting disease outside prostate bed in 47.6% of cases. In these patients adjuvant/salvage therapy plan was modified due to the integration of 68Ga-PSMA-11 PET/CT results into the decision-making process. These data may suggest the presence of extended disease not detected by conventional imaging prior to surgery and highlight the importance of PET imaging in BCP setting.",exclusion,Other study design,,,,,,
random-journal.pdf,ProP14,"J., Helouc",2018,English,pro.p,A comparative study of quality of life in patients with low-and intermediate-risk prostate cancer: Stereotactic radiotherapy vs. high dose-rate brachytherapy monotherapy vs. high dose-rate brachytherapy boost,"Purpose: Multiple dose escalation strategies including stereotactic ablative radiation therapy (SABR) and high dose-rate brachytherapy (HDR) have been investigated for the treatment of localized prostate cancer (PCa), with excellent reported disease control rates, yet substantially different toxicity profiles. We aim to compare the healthrelated quality of life (HRQoL) deterioration at 12 months in favorable-risk PCa patients treated with SABR, HDR monotherapy and HDR boost. Material(s) and Method(s): Patients treated as part of 7 prospective clinical trials were included in this analysis. All patients had low-or intermediaterisk PCa. Three dose escalation strategies were considered: 1)SABR [35-40 Gy/5 fractions], 2)HDR monotherapy [19 Gy/1 fraction or 27 Gy/2 fractions] and 3)HDR boost [Single 15 Gy HDR + external beam radiotherapy (EBRT) 37.5 Gy/15 fractions or 20 Gy/2 fractions HDR + EBRT 45 Gy/25 fractions]. HRQoL was prospectively measured at baseline and 12 months in all trials, using the Expanded Prostate Index Composite (EPIC). A minimally important difference (MID) was defined as a deterioration of HRQoL scores at 12 months compared to baseline $ 0.5 standard deviation of baseline score. Univariate and multivariable logistic regression using generalized estimating equations were used to compare the proportion of patients having MID between treatment groups. To test the robustness of the results, a set of sensitivity analyses was conducted. Dynamic changes over time were compared using general linear mixed models after assuming individual patient and trial with random effect. A two-tailed p-value # 0.05 was considered statistically significant. Result(s): Six hundred and forty-eight patients were included; 288, 173 and 187 respectively in the SABR, HDR monotherapy and HDR boost group. Overall, patients treated with SABR were older (mean age: 69-7, 65-7 and 67-7, p<0.001) with larger prostates [median volume: 37cc, (interquartile range (IQR): 28-51), 35cc, (IQR:27-41) and 33cc (IQR: 25-40), p<0.001). On univariate and multivariable analyses, SABR and HDR monotherapy compared to HDR boost, were associated with less deterioration in the urinary (38%, 40% vs. 55%; OR: 0.543, 95% CI: 0.320-0.922, p=0.024; OR: 0.468, 95% CI: 0.432-0.507, p<0.001) and sexual domains (38%, 42% vs. 47%; OR:762, 95%CI:0.645-0.900, p=0.001; OR: 0.786, 95%CI:0.650-0.949, p=0.012). In the bowel domain, the odds of having bowel MID were 65% lower if patients were treated with HDR monotherapy (19% vs. 40%; OR: 0.354. 95% CI: 0.278-0.449, p<0.001) compared to HDR boost, however no significant difference was found between SABR and HDR boost (39% vs. 40%, p=0.85). These findings were robust to a variety of sensitivity analyses. Dynamic changes of normalized EPIC scores between the 3 groups are presented in the figure below. Conclusion(s): In the absence of a randomized clinical trial, this analysis suggests that monotherapeutic approaches should be preferred in the setting of favorable-risk PCa to preserve patients HRQoL. Ultimately, the questions of efficacy, toxicity, and HRQoL will be best answered by a randomized clinical trial.",exclusion,Not the right comparator (brachytherapy),,,,,,
random-journal.pdf,ProP15,"D., Boothe",2018,English,pro.m:#5;pro.p:#5,A comprehensive analysis of clinical trials including both immunotherapy and radiation therapy,"Purpose: Radiation therapy (RT) may work synergistically with cancer immunotherapies but clinical trial data is needed to validate this paradigm. We isolated the portfolio of trials that investigate the primary immunomodulatory properties of RT and examined recent trends in clinical trials that combine immunotherapy and RT (ITRT). Method(s): We queried clinicaltrials.gov for trials initiated since 2002 using both radiation and immunotherapy as mandated interventions. We designated the trials that examine the specific aspects of RT or its abscopal properties as ""Primary RT Immunomodulation"" trials. Chi-squared analysis determined differences between primary RT immunomodulation trials and those that incorporate RT as a secondary intervention. Joinpoint regression modeling determined the rate of change of the introduction of new trials over time. Result(s): One hundred and ninety trials met inclusion criteria. Targeted immunostimulatory agents, including checkpoint inhibitors, were the most common immunotherapy (n = 79 [41.6%]). Sixty-six (34.7%) trials included RT as the primary intervention, with 50 (75.6%) of these utilizing stereotactic body radiation (SBRT). All ITRT trials increased at a rate of 14.8% per year. Primary RT immunomodulation trials increased at a rate of 26.8% per year. Primary RT immunomodulation trials were more likely to utilize targeted immunostimulatory agents (p < 0.01), and SBRT (p < 0.01), and more likely to involve metastatic sites (p < 0.01). The number of ITRT studies increased drastically in the latest two years of the study. Conclusion(s): The number of new ITRT clinical trials is increasing rapidly. This increase in quantity may improve the clinical application of the immunomodulatory properties of RT.Copyright © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.",exclusion,review,Llegir per si podem recuperar algun estudi dels 50 que cita en què utilitzen SBRT,PM13,http://dx.doi.org/10.1007/s13566-018-0351-x,,,
random-journal.pdf,ProP16,"Kole, Thomas P",2015,eng,pro.p:#5,A dosimetric comparison of ultra-hypofractionated passively scattered proton radiotherapy and stereotactic body radiotherapy (SBRT) in the definitive treatment of localized prostate cancer.,"BACKGROUND: We compared target and normal tissue dosimetric indices between ultra-hypofractionated passively scattered proton radiotherapy and stereotactic body radiotherapy (SBRT) in the definitive treatment of localized prostate cancer. MATERIAL AND METHODS: Ten patients were treated definitively for localized prostate cancer with SBRT to a dose of 36.25 Gy in 5 fractions prescribed to a volume encompassing the prostate only. Dose-volume constraints were applied to the rectum, bladder, penile bulb, femoral heads, and prostatic and membranous urethra. Three-field passively scattered proton plans were retrospectively generated using target volumes from the same patients. Dosimetric indices were compared between the SBRT and proton plans using the Wilcoxon signed rank test. RESULTS: All dose constraints were achieved using both ultra-hypofractionated passively scattered proton and SBRT planning. Proton plans demonstrated significant improvement over SBRT in mean dose delivered to the penile bulb (5.2 CGE vs. 11.4 Gy; p=0.002), rectum (6.7 CGE vs. 10.6 Gy; p=0.002), and membranous urethra (32.2 CGE vs. 34.4 Gy; p=0.006) with improved target homogeneity resulting in a significant reduction in hot spots and volumes of tissue exposed to low doses of radiation. Compared to proton planning, SBRT planning resulted in significant improvement in target conformality with a mean index of 1.17 versus 1.72 (p=0.002), resulting in a dose reduction to the volume of bladder receiving more than 90% of the PD (V32.6, 7.5% vs. 15.9%; p=0.01) and mean dose to the left (7.1 Gy vs. 10.4 CGE; p=0.004) and right (4.0 Gy vs. 10.9 CGE; p=0.01) femoral heads. CONCLUSION: Target and normal tissue dose constraints for ultra-hypofractionated definitive radiotherapy of localized prostate cancer are readily achieved using both CK SBRT and passively scattered proton-based therapy suggesting feasibility of either modality.",exclusion,Other study design,,,10.3109/0284186X.2014.953260,,,
random-journal.pdf,ProP17,"Nissola, L",2019,English,pro.m:#5,"A multicenter, open-label, exploratory platform study to evaluate biomarkers and immunotherapy combinations for the treatment of patients with metastatic castration-resistant prostate cancer (PORTER)","Background Metastatic castration resistant prostate cancer (mCRPC), the lethal form of prostate cancer, has shown limited benefit from immune checkpoint inhibition as monotherapy, with two randomized phase 3 trials with ipilimumab failing to show a survival benefit, and a large phase 2 trial with pembrolizumab demonstrating an overall response rate (ORR) of 3-5%. Clearly novel combinations are needed and a deeper understanding of immune resistance. Using a multi-arm, multi-stage platform design, the PORTER study will adaptively test multiple immunotherapeutic combinations to activate the innate and adaptive immune systems. Coupled with deep immune biomarker profiling, this design will enable rapid insights into the immune responses for each combination, providing data for potential larger definitive trials, while generating hypotheses for new cohorts. Methods PORTER is an open-label, non-randomized, exploratory platform study designed to assess the safety and antitumor activity of multiple immunotherapy combinations in participants with mCRPC who have received prior secondary androgen inhibition therapy. Each cohort has a two-stage design (initial n = 15, expansion n = 15) with a decision to expand based on the safety, clinical activity, and biomarker results observed in the initial stage. Cohort A is open and recruiting, testing the combination of bempegaldesleukin (?BEMPEG?, NKTR-214; a CD-122 preferential IL-2 pathway agonist) with nivolumab (PD-1 inhibitor), postulating that this will increase PD-L1 expression, intratumoral T and NK cells, and induce an IFN gamma signature. Cohort B will combine CDX-301 (Flt3L), poly-ICLC (PAMP-adjuvant), nivolumab and stereotactic body radiation therapy, in 1-5 metastatic sites, inducing immunogenic cell death, mobilizing and activating dendritic cells increasing tumor antigen presentation, and overcoming adaptive immune resistance in mCRPC. Cohort C will evaluate INO-5151, a DNA vaccine encoding PSA, PSMA, and IL-12 delivered via intramuscular electroporation, in addition to CDX-301 and nivolumab. This is a multi-pronged approach to mobilize and activate dendritic cells, stimulate anti-tumor CD8 T cells, and circumvent adaptive immune resistance. Inclusion criteria include: histologically-confirmed mCRPC that is measurable or non-measurable by Prostate Cancer Clinical Trials Working Group 3 and progressing despite secondary androgen receptor signaling inhibitor therapy. The primary endpoint: safety, as assessed by the incidence and severity of adverse events. Secondary endpoints: Composite ORR (PSA reduction >50%, confirmed CR or PR per RECIST 1.1, or change in circulating tumor cell (CTC) from >5 cells/7.5 ml to.",exclusion,Other study design,Study will include inmunotherapy+SBRT. Read only if we decide to include inmunotherapy,PM14,http://dx.doi.org/10.1186/s40425-019-0763-1,,,
random-journal.pdf,ProP18,"W.C., Jackson",2015,English,pro.p,A multi-institutional phase 2 trial assessing quality of life (QOL) after electromagnetic transponder guided prostate stereotactic body radiation therapy (SBRT),"Purpose/Objective(s): To assess QOL after treatment with SBRT for lowintermediate risk prostate cancer and to correlate these changes with plan dosimetry. Materials/Methods: From January 2011 to June 2013, 68 men were treated at 5 institutions on an institutional review boardeapproved trial with a primary QOL endpoint. SBRT used 5 fractions of 7.4 Gy to 37 Gy over 15 to 19 days. The clinical target volume was the prostate with a 3- mm planning target volume (PTV) and 2-mm action level. Daily bladder and bowel preparations were used. Dosimetric goals mirrored RTOG 0126 after a/b correction (bioeffective dose 3 Gy) with urethral constraints based on high-dose-rate monotherapy. QOL was evaluated by EPIC 26 with mean changes examined by paired t test. A minimally detectable decline (MDD) in QOL was defined as 7, 6, 5, and 11 points for urinary incontinence (UI), urinary obstructive (UO), bowel (BS), and sexual (SS) domains. Receiver operating characteristic (ROC) curves were used to assess associations between dosimetry and MDD or greater changes in QOL. Result(s): Median follow-up was 24 months (range 20-46). EPIC summary domains are in the table. There was not a statistically significant mean change for urinary QOL at any time. Significant mean BS changes were observed at 6 and 12 months but only the decline at 12 months met the threshold for an MDD. Mean declines in SS were observed at all times but only reached an MDD at 24 months. Despite no changes in mean urinary scores a detectable change in UI by MDD was seen in 17% and 18% at 6 and 24 months. At 6 months 41% had an MDD for UO with only 19% at 24 months. Bowel MDD was 33% at 6 months and 23% at 24 months. An MDD for SS was seen in 39% at 6 and 43% at 24 months. By ROC curve analysis Vrectum <=100% was associated with BS MDD at 6 (P=.049) and 24 months (P=.03) as was rectal absolute V90% (P=.02) and absolute V50% (P=.02) at 24 months. Absolute bladder volumes receiving 10 to 37 Gy were associated with MDD for UI at 24 months (P=.01-.03). Neither PTV nor urethral mean or max doses were associated with urinary QOL. No doses predicted sexual MDD. Conclusion(s): Prostate SBRT with real time tracking and urethral constraints led to no mean changes in urinary QOL; but absolute bladder dose/volumes correlated with the minority experiencing UI changes. Average bowel QOL decreased at 6 to 12 months but resolved by 24 months. Rectal V90-100 correlated with MDD. Electromagnetic transponder guided SBRT has minimal changes in QOL at 2 years. Nevertheless, optimized radiation planning may improve both urinary and bowel QOL. (Table presented).",exclusion,Other study design + no comparator,,,,,,
random-journal.pdf,ProP19,"Lyons, Ciara A",2017,eng,pro.p:#5,A novel CBCT-based method for derivation of CTV-PTV margins for prostate and pelvic lymph nodes treated with stereotactic ablative radiotherapy.,"BACKGROUND: Traditional CTV-PTV margin recipes are not generally applicable in the situation of stereotactic ablative radiotherapy (SABR) treatments of multiple target volumes with a single isocentre. In this work, we present a novel geometric method of margin derivation based on CBCT-derived anatomical data. METHODS: Twenty patients with high-risk localized prostate cancer were selected for retrospective review. Individual volumes of interest (prostate, prostate and seminal vesicles and pelvic lymph nodes) were delineated on five representative CBCTs and registered to the planning CT using two registration protocols: bone match or prostate-based soft tissue match. Margins were incrementally expanded around composite CTV structures until 95% overlap was achieved. RESULTS: CTV-PTV margins of 5.2, 6.5 and 7.6 mm were required for prostate, prostate and seminal vesicles and pelvic lymph nodes respectively using a prostate matching protocol. For the prostate and seminal vesicle structures, margins calculated using our method displayed good agreement with a conventional margin recipe (within ±1.0 mm). CONCLUSIONS: We have presented an alternative method of CTV-PTV margin derivation that is applicable to SABR treatments with more than one isocentric target. These results have informed an institutional trial of prostate and pelvic nodal SABR in men with high-risk localized prostate cancer.",exclusion,Other study design + no comparator,,,10.1186/s13014-017-0859-z,,,
random-journal.pdf,ProP20,"Bauman, Glenn",2015,eng,pro.p:#5,A Phase 1/2 Trial of Brief Androgen Suppression and Stereotactic Radiation Therapy (FASTR) for High-Risk Prostate Cancer,"PURPOSE: To initiate a phase 1/2 trial to examine the tolerability of a condensed combined-modality protocol for high-risk prostate cancer. METHODS AND MATERIALS: Men scoring ≥3 on the Vulnerable Elderly Scale (VES) or refusing conventionally fractionated treatment for high-risk prostate cancer were eligible to participate. Androgen suppression was delivered for 12 months, and radiation therapy was delivered using 25 Gy to pelvic nodes delivered synchronously with 40 Gy to the prostate given as 1 fraction per week over 5 weeks. The phase 1 component included predetermined stopping rules based on 6-month treatment-related toxicity, with trial suspension specified if there were ≥6 of 15 patients (40%) or ≥3 of 15 (20%) who experienced grade ≥2 or ≥3 gastrointestinal (GI) or genitourinary (GU) toxicity, respectively. RESULTS: Sixteen men were enrolled, with 7 men meeting the criteria of VES ≥3 and 9 men having a VES <3 but choosing the condensed treatment. One man was not treated owing to discovery of a synchronous primary rectal cancer. Four patients (26%) experienced grade ≥2 toxicity at 6 weeks after treatment. There were 9 of 15 (60%) who experienced grade ≥2 GI or GU toxicity and 4 of 15 (26%) grade ≥3 GI or GU toxicity at 6 months, and 5 of 15 (30%) grade ≥2 GI and GU toxicity at 6 months. A review of the 15 cases did not identify any remedial changes, thus the phase 1 criteria were not met. CONCLUSION: This novel condensed treatment had higher than anticipated late toxicities and was terminated before phase 2 accrual. Treatment factors, such as inclusion of pelvic lymph node radiation therapy, planning constraints, and treatment margins, or patient factors related to the specific frail elderly population may be contributing.",exclusion,Other study design (phase I/II),,,10.1016/j.ijrobp.2015.02.046,,,
