source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num,Repeated article,inclusion/exclusion full text,Reason/s for exclusion full text,Comments full text
random-journal.pdf,LivP11,"Jelinek, M J",2017,English,5 study;LIV.M:#5;LIV.P:#5,"A phase I trial to evaluate concurrent or sequential ipilimumab, nivolumab, and stereotactic body radiotherapy in stage IV NSCLC","Background: Combination checkpoint inhibition has clinical activity in various tumor types. A phase I trial of nivolumab and ipilimumab in advanced NSCLC demonstrated encouraging activity and manageable toxicity. Irradiation provides palliative and local responses in NSCLC. Increasing evidence suggests that apart from its direct effects, radiotherapy and particularly ablative hypofractionated radiotherapy can act as a trigger for the innate and adaptive immune system termed the abscopal effect. The balance of signals (pro-immunogenic and immunosuppressive) may determine the effectiveness of both systemic antitumor immune responses and local tumor cell killing. Direct tumor debulking by radiation may also be particularly well suited as an adjunct to immunotherapy. In addition, immunotherapy after RT has demonstrated survival benefit. Method(s): This is a phase I study to evaluate the safety and efficacy of combination nivolumab (3 mg/kg every 2 weeks), ipilimumab (1 mg/kg every 6 weeks), and sequential or concurrent SBRT in patients with stage IV NSCLC. Patients will be simultaneously accrued to sequential versus concurrent arms in a randomized 1:1 fashion as first-line therapy. Eligibility criteria include EGFR/ALK negative stage IV disease with PS 0-1. The primary outcome is the safest SBRT dose to various metastatic locations delivered prior to or concurrently with nivolumab and ipilimumab. Metastatic locations include 1)peripheral lung, 2)central lung or mediastinal lymph node, 3)liver, 4)osseous, and 5)abdominal/pelvic with doses ranging 30-50 Gy in 3-5 fractions. Secondary outcomes include toxicity, response rate, progression free survival, tumor microenvironment changes, and immunogenicity of combination therapy. Patients will undergo biopsies pre- and post-SBRT to provide insight into the mechanism of the radiation-induced pro-inflammatory microenvironment. The total sample size will include 40-80 patients depending on the number who contribute to multiple metastatic sites. Twenty patients per randomized arm will be needed to assess the initial starting dose. Result(s): Trial in progress.",exclusion,Other study design,,,,,,
random-journal.pdf,LivP12,"E., Chajon",2018,English,LIV.M:#2;LIV.P:#2,A phase I/II trial of NBTXR3 nanoparticles activated by SBRT in the treatment of liver cancers,"Background: A new class of material with high electron density, hafnium oxide, was designed at the nanoscale (NBTXR3) to efficiently enhance the energy dose deposit from within the tumor cells and increase lethality of tumors, when exposed to radiotherapy (RT). The physical mode of action of NBTXR3 may represent a breakthrough approach for the local treatment of liver cancers, as it does not engage liver and renal functions, i.e. nanoparticles are not metabolized and not excreted by kidney. A phase I/II trial has been implemented for the treatment of hepatocellular carcinoma and liver metastasis [NCT02721056]. The study is currently recruiting patients. Method(s): Patients (pts) receive a single intralesional (IL) injection of NBTXR3 (53.3g/L) at Volume levels equivalent to 10%, 15%, 22% and 33% of the baseline tumor volume, followed by RT (SBRT, 45Gy / 3 fractions / 5 to 7 days). For the Phase I part, primary endpoints include determination of the Recommended Dose and Dose Limiting Toxicities (DLT). The Phase II part will test three different groups of patients, HCC with portal vein thrombus, HCC without portal vein thrombus and a third cohort with liver metastases. Primary endpoints are complete response rate and safety. Result(s): Enrollment was completed for Volume levels 10% (6 pts) and 15% (4 pts) and is currently recruiting patients at 22% level. The NBTXR3 injections were successful in all cases. Radiotherapy has been delivered as planned without any DLT occurrence. No serious adverse event (SAE) related to NBTXR3 or the treatment procedure occurred. Three adverse events related to the injection were reported and no adverse event related to NBTXR3. Importantly, NBTXR3 nanoparticles did not have any impact on the reliability of image-guided radiation therapy (IGRT). Conclusion(s): The injection of NBTXR3 was safe and well tolerated at these levels. Patients received the planned RT. No DLT occurred. Enrollment is now opened at the 22% level. NBTXR3 shows promising results in terms of safety and antitumor activity and is also currently evaluated in other six clinical studies.",exclusion,"Other study, wrong intervention, no comparator",,http://dx.doi.org/10.1200/JCO.2018.36.4-suppl.TPS551,,,,
random-journal.pdf,LivP13,"Bi, Nan",2019,eng,LIV.M:#1;LIV.P:#1,A Phase II Trial of Concurrent Temozolomide and Hypofractionated Stereotactic Radiotherapy for Complex Brain Metastases.,"PURPOSE: Complex brain metastases (BMs), such as large lesions, lesions within or close to eloquent locations, or multiple recurrent/progressive BMs, remain the most challenging forms of brain cancer because of decreased intracranial control rates and poor survival. In the present study, we report the results from a single institutional phase II trial of concurrent temozolomide (TMZ) with hypofractionated stereotactic radiotherapy (HFSRT) in patients with complex brain metastases, including assessment of its feasibility and toxicity. PATIENTS AND METHODS: Fifty-four patients with histologically proven primary cancer and complex BMs were enrolled between 2010 and 2015. All the patients were treated with concurrent HFSRT and TMZ (administrated orally at a dosage of 75 mg/m(2) per day for at least 20 days). The primary endpoint was overall survival (OS). RESULTS: The median follow-up time was 30.6 months. The local control rates at 1 and 2 years were 96% and 82%, respectively. The median OS was 17.4 months (95% confidence interval [CI], 12.6-22.2), and the OS rates at 1 and 2 years were 65% (95% CI, 52%-78%) and 33% (19%-47%). Only six patients (15.8%) died of intracranial disease. The median brain metastasis-specific survival was 46.9 months (95% CI, 35.5-58.4). Treatment-related grade 3-4 adverse events were rare and included one grade 3 hematological toxicity and two grade 3 liver dysfunctions. CONCLUSION: Treatment using HFSRT concurrent with TMZ was well tolerated and could significantly extend OS compared with historical controls in complex BMs. Large randomized clinical trials are warranted. Trial registration ID: NCT02654106. IMPLICATIONS FOR PRACTICE: The treatment using hypofractionated stereotactic radiotherapy concurrent with temozolomide appeared to be safe and could significantly extend overall survival compared with historical control in complex brain metastases. Large randomized clinical trials are warranted to verify our results.",exclusion,Wrong patients,,10.1634/theoncologist.2018-0702,,,,
random-journal.pdf,LivP14,"Sebastian, Nikhil T",2020,eng,LIV.P:#5,A Pilot Trial Evaluating Stereotactic Body Radiation Therapy to Induce Hyperemia in Combination with Transarterial Chemoembolization for Hepatocellular Carcinoma.,"BACKGROUND: Despite the survival benefit of transarterial chemoembolization (TACE) for unresectable hepatocellular carcinoma (HCC), a majority of tumors recur, attributed to hypovascularity and treatment resistance. Preclinical studies show that moderate radiation doses induce changes in tumor permeability and perfusion, suggesting an opportunity for TACE sensitization by radiation. In this prospective phase I trial, we evaluated the feasibility, safety, tolerability, response, and functional magnetic resonance imaging (MRI) changes associated with single-fraction SBRT followed by TACE within 24 hours. MATERIALS/METHODS: Patients with HCC, 1-3 lesions, Childs-Pugh A/B liver function, and no major vascular invasion were enrolled. The primary objective was to establish the feasibility of single-dose SBRT (7.5 or 10 Gy) followed by TACE within 24 hours. Secondary endpoints included safety, tolerability, perfusional changes via functional MRI, overall response rate (ORR), clinical benefit rate (CBR), freedom from local progression (FFLP), progression-free survival (PFS), and overall survival (OS). RESULTS: Sixteen patients were enrolled, and 13 received SBRT and TACE. Median follow up was 15.3 months. Best overall ORR and CBR were and 76.9% and 92.3%, respectively. The 1- and 3-month ORR was 76.9% and 69.2%, respectively, and 1- and 3-month CBR was 92.3% and 69.2%, respectively. Median OS, PFS, and FFLP were 14.0, 5.2, and 5.9 months, respectively. Crude rates of grade 1+ and grade 2+ toxicity were 85% and 38%, respectively. No grade 3-4 toxicities were recorded. One grade 5 toxicity occurred due to hemorrhage 4 days after TACE. On dynamic contrast enhanced (DCE)-MRI, the transfer rate constant from blood plasma to extracellular extravascular space (k(pe)) increased within 6 hours post-SBRT, but decreased by 24 hours. CONCLUSIONS: We hypothesized a strategy of SBRT preceding TACE for the purpose of enhancing TACE delivery and efficacy, and tested this strategy in a small pilot study. We found that single-dose SBRT followed by TACE within 24 hours is feasible and tolerable. DCE-MRI revealed acute changes in tumor permeability/perfusion after SBRT. Additional studies are needed to establish the safety and efficacy of this combination, and the effects of SBRT on the HCC microenvironment.",exclusion,Other study design ,,10.1016/j.ijrobp.2020.07.033,,,,
random-journal.pdf,LivP15,"Vargo, John A",2015,eng,LIV.P:#1,A prospective phase 2 trial of reirradiation with stereotactic body radiation therapy plus cetuximab in patients with previously irradiated recurrent squamous cell carcinoma of the head and neck.,"PURPOSE: Salvage options for unresectable locally recurrent, previously irradiated squamous cell carcinoma of the head and neck (rSCCHN) are limited. Although the addition of reirradiation may improve outcomes compared to chemotherapy alone, significant toxicities limit salvage reirradiation strategies, leading to suboptimal outcomes. We therefore designed a phase 2 protocol to evaluate the efficacy of stereotactic body radiation therapy (SBRT) plus cetuximab for rSCCHN. METHODS AND MATERIALS: From July 2007 to March 2013, 50 patients >18 years of age with inoperable locoregionally confined rSCCHN within a previously irradiated field receiving ≥60 Gy, with a Zubrod performance status of 0 to 2, and normal hepatic and renal function were enrolled. Patients received concurrent cetuximab (400 mg/m(2) on day -7 and then 250 mg/m(2) on days 0 and +8) plus SBRT (40-44 Gy in 5 fractions on alternating days over 1-2 weeks). Primary endpoints were 1-year locoregional progression-free survival and National Cancer Institute Common Terminology Criteria for Adverse Events version 3.0 graded toxicity. RESULTS: Median follow-up for surviving patients was 18 months (range: 10-70). The 1-year local PFS rate was 60% (95% confidence interval [CI]: 44%-75%), locoregional PFS was 37% (95% CI: 23%-53%), distant PFS was 71% (95% CI: 54%-85%), and PFS was 33% (95% CI: 20%-49%). The median overall survival was 10 months (95% CI: 7-16), with a 1-year overall survival of 40% (95% CI: 26%-54%). At last follow-up, 69% died of disease, 4% died with disease, 15% died without progression, 10% were alive without progression, and 2% were alive with progression. Acute and late grade 3 toxicity was observed in 6% of patients respectively. CONCLUSIONS: SBRT with concurrent cetuximab appears to be a safe salvage treatment for rSCCHN of short overall treatment time.",exclusion,"Wrong patients, no comparator",,10.1016/j.ijrobp.2014.11.023,,,,
random-journal.pdf,LivP16,ChiCTR1900022014,2019,,LIV.P:#3,A prospective randomized controlled trial for comparing Intercalated combination of TACE and palliative radiotherapy versus TACE in the treatment of unresectable hepatocelullar carcinoma,,exclusion,Wrong intervention,,,,,,
random-journal.pdf,LivP17,"Lai, S.F. F",2019,English,5 study;LIV.M: #1;LIV.M:#1;LIV.P:#1;pro.m;pro.p:#1,A Prospective Randomized Phase II Trial of Single-Fraction versus Multi-Fraction Stereotactic Spine Radiosurgery for Spinal Metastases: An Initial Analysis,"Purpose/Objective(s): The optimal schedule of spinal stereotactic radiosurgery (SSRS) for patients with limited spinal metastases is not well established and has never been investigated in a prospective randomized trial. The present randomized phase II study aimed to compare 2 SSRS schedules to determine which results the lowest rate of grade 3 or higher protocol-specified adverse events at 4 months. Materials/Methods: Patients with biopsy-proven non-hematogenous malignancy and limited un-irradiated spine metastases not requiring upfront spine surgery were eligible. Patients were randomized to receive either 16 Gy in 1 fraction or 24 Gy in 3 fractions on every other day. This study was designed to detect a protocol-specified adverse event rate > 20% at a 10% significance level (1-sided) and 90% power. Secondary analysis included time to treatment failure, which was defined as presence of grade 3 or higher adverse events or unequivocal local progression of treated spine(s) indicative of re-irradiation or surgical intervention. Designating the preferable of the 2 schedules was based on rules of protocol-specified adverse events and treatment failure rate for each arm. Result(s): Between November 2015 and October 2018, 50 patients (pts) were enrolled for SSRS to 75 metastatic spinal lesions, including 41 lung cancer, 2 breast cancer, 2 head and neck cancer, 2 liver cancer, 2 prostate cancer, and 1 colon cancer. The median age was 62 years old (range 36-79). There were 1 cervical, 41 thoracic, 31 lumbar, and 2 sacral sites for SSRS. Twenty-six patients were randomized to the single-fraction (SF) arm, and 24 patients were randomized to the multi-fraction (MF) arm. The median follow-up time was 11.73 months (range 0.67-39 months). At 4 months, none of the 25 evaluable patients in the SF arm experienced any protocol-specified grade 3 or higher toxicity, but 1 out of the 21 evaluable patients in the MF arm underwent surgical intervention due to progressive compression fracture. During longer follow-up, 2 patients in the SF arm and five additional patients in the MF arm developed treatment failure. The median time to treatment failure was 13.5 months for SF arm, and 8 months for MF arm. The one-year treatment failure rate was significantly worse in the MF arm (SF 5.6% versus MF 14.3%, p=0.04). Conclusion(s): Both SF and MF SSRS seem safe and the SF arm has met its primary endpoint. The interim analysis suggests 16 Gy in single fraction might be the preferable SSRS schedule and warrants longer follow-up as well as further investigation.Copyright © 2019",exclusion,Wrong intervention,,10.1016/j.ijrobp.2019.06.477,,,,
random-journal.pdf,LivP18,"Moon, Dominic H",2018,eng,LIV.M:#5;LIV.P:#5,A prospective study of the safety and efficacy of liver stereotactic body radiotherapy in patients with and without prior liver-directed therapy.,"BACKGROUND AND PURPOSE: To evaluate the safety and efficacy of liver stereotactic body radiotherapy (SBRT), and examine potential factors impacting outcomes including prior liver-directed therapy. MATERIALS AND METHODS: Patients with ECOG 0-1, Child-Pugh Class A or B, and primary hepatocellular carcinoma (HCC) or liver metastases unsuitable for surgical resection or ablation were eligible for a prospective single arm trial. SBRT was delivered with a CyberKnife system to 45 Gy in 3 fractions with a predetermined dose de-escalation scheme. Adverse events, local control, and survival were assessed. RESULTS: A total of 30 patients were enrolled. Eleven patients (37%) had HCC and 19 (63%) patients had liver metastases. Fourteen patients (47%) had prior liver-directed therapies including nine with liver resection, seven with trans-arterial chemoembolization, and six with radiofrequency ablation. Cumulative grade 2 and 3 acute toxicity occurred in 47% and 7% of patients, respectively. Similar rates of ≥grade 2 acute toxicity were observed between patients who had prior liver-directed treatments and those who did not. At a median follow-up of 12.7 months, 1-year local control and overall survival were 81% and 62%, respectively. Prior liver-directed therapy did not affect local control or survival. CONCLUSIONS: Liver SBRT is a safe and effective treatment even in the setting of prior liver-directed surgical and ablative therapies.",exclusion,No comparator,,10.1016/j.radonc.2018.01.004,,,,
random-journal.pdf,LivP19,ACTRN12619000409178,2019,,LIV.P:#1,A Randomised Phase II Study of MFOLFIRINOX And Stereotactic Radiotherapy (SBRT) for Pancreatic Cancer With High Risk and Locally Advanced Disease (MASTERPLAN),,exclusion,,,,,,,
random-journal.pdf,LivP20,ChiCTR1900025300,2019,,LIV.M:#2;LIV.P:#2,A randomized controlled trial for transcatheter arterial chemoembolization (TACE) and sorafenib in hepatocellular carcinoma with portal vein cancer and non-combined stereotactic radiotherapy (SBRT) in the treatment of hepatocellular carcinoma with portal,,exclusion,Wrong comparator,,,,,,
random-journal.pdf,LivP21,"Nugent, F W",2017,English,LIV.P:#3,A randomized phase II study of individualized stereotactic body radiation therapy (SBRT) versus transarterial chemoembolization (TACE) with DEBDOX beads as a bridge to transplant in hepatocellular carcinoma (HCC),"Background: For HCC pts undergoing LT, local regional treatment as a ""bridge"" is standard to decrease tumor progression. The most common treatment is TACE, but the best bridging modality is unclear. Recently, SBRT has been shown to be both safe and effiective when used in pts with locally advanced HCC. We prospectively compare SBRT to TACE as a bridge for HCC pts undergoing LT. Method(s): 60 pts planned for accrual. From 9/2014-9/2016, 29 pts within Milan Criteria with C-P Class A/B cirrhosis were randomized to TACE vs. SBRT. TACE pts received 2 treatments one month apart utilizing DEBDOX beads (n = 15). TACE pts were hospitalized after each TACE. Pts receiving SBRT (n = 12) received a median total dose of 45Gy delivered over 5 fractions using fiducials. Mean liver dose, Veff, and NTCP were utilized to determine the prescription dose. Pts were assessed by imaging using mRECIST criteria at 2 months and every 3 months thereafter until LT or death. Toxicity and quality of life were assessed before treatment, during treatment, two weeks post-treatment, and then every three months using the PIQ-6 Pain Impact Questionnaire and the SF-36v2 Health Survey. Primary endpoint was time to retreatment of treated lesion(s). Secondary endpoints include toxicity, pathologic response, radiologic response, number of subsequent treatments, cost, and QOL. Result(s): A. Demographics/Toxicity. Conclusion(s): For HCC patients with C-P Class A/B liver cirrhosis, SBRT appears equally effiective to TACE as a bridge to liver transplantation, may engender less toxicity, and eliminates hospitalizations.",inclusion,,,,,,,
random-journal.pdf,LivP22,ChiCTR1800014313,2018,,LIV.P:#2,A real world study of sequential study of SBRT sequential therapy with apatinib mesylate in the treatment of advanced liver cancer,,exclusion,No comparator,Apatinib: tyrosine kinase inhibitor that selectively inhibits the vascular endothelial growth factor receptor-2. I do not find the paper (at least the abstract),,,,,
random-journal.pdf,LivP23,"Al-Shafa, Faiez",2019,eng,5 studyl LIV.M:#5;LIV.P:#1;pro.m:#5;pro.p:#5,A Review of Ongoing Trials of Stereotactic Ablative Radiotherapy for Oligometastatic Cancers: Where Will the Evidence Lead?,"Purpose: The oligometastatic state is a proposed entity between localized cancer and widely metastatic disease, comprising an intermediate subset of metastatic cancer patients. Most data to support locally-directed treatment, such as stereotactic ablative radiotherapy (SABR), for oligometastases are from retrospective institutional reports. Following the success of a recently completed and reported phase II trial demonstrating important clinical outcomes, herein we review the current landscape of ongoing clinical trials in this context. Materials and methods: A review of currently activated and registered clinical trials was performed using the clinicaltrials.gov database from inception to February 2019. A search of actively recruiting trials, using the key words oligometastases, SABR, and various related terms was performed. Search results were independently reviewed by two investigators, with discrepancies settled by a third. Data abstracted from identified studies included study type, primary disease site, oncologic endpoints, and inclusion/exclusion criteria. Results: Of the initial 216 entries identified, 64 met our review eligibility criteria after full-text review. The most common study type was a phase II clinical trial (n = 35, 55%) with other study designs ranging from observational registry trials to phase III randomized controlled trials (RCTs). A minority of trials were randomized in design (n = 17, 27%). While most studies allowed for metastases from multiple primary disease sites (n = 22, 34%), the most common was prostate (n = 13, 15%), followed by breast, gastrointestinal, non-small cell lung cancer (NSCLC), and renal (n = 6, 9% each). In studies with a solitary target site, the most common was liver (n = 6, 9%) followed by lung (n = 3, 5%). The most common primary endpoints were progression-free survival (PFS) (n = 20, 31%) and toxicity (n = 10, 16%). A combined strategy of systemic therapy and SABR was an emerging theme (n = 23, 36%), with more recent studies specifically evaluating SABR and immunotherapy (n = 9, 14%). Conclusion: The safety and efficacy of SABR as oligometastasis-directed treatment is increasingly being evaluated within prospective clinical trials. These data are awaited to compliment the abundance of existing observational studies and to guide clinical decision-making.",exclusion,Review,"Important, read for more information",10.3389/fonc.2019.00543,,,,
random-journal.pdf,LivP24,"T.S., Hong",2015,English,LIV.M:#5*;LIV.P:#1,A single arm phase 2 study of individualized proton-based stereotactic body radiation therapy (p-SBRT) of liver metastases,"Purpose/Objective(s): Modern radiation therapy techniques such as protons, permit delivery of ablative doses of RT to the liver. Prior reports of V-effective (Veff), individualized SBRT in liver metastases demonstrate 1- year local control (LC-1) rates exceeding 70%. Protons can potentially allow for higher dose delivery when using an individualized, Veff-based strategy due to lack of exit dose, and thereby, allow for improved local control. In this study we evaluate the efficacy of Veff, individualized proton (P-) SBRT in patients with liver metastases from solid tumors. Materials/Methods: Patients enrolled in an NCI sponsored, single arm, phase 2 study (NCT 01239381). Key eligibility included liver metastases from a solid tumor, absent or limited extrahepatic disease (stable for >3 mo), Child's A or no cirrhosis, ECOG PS 0-2, no prior liver-directed RT and expected survival >3 months. No upper size limit was required, but pts were required to have least 800 mL of uninvolved liver. Patients were treated with 5 P-SBRT treatments. Radiation dose was based on Veff of liver-GTV. Patients with Veff <0.22 received 50 Gy, Veff 0.22-0.50 received 40 Gy, and Veff >0.51 received 30 Gy. Treatments were administered as one daily fraction, 2-3 days per week, over 2 weeks. The trial was designed to demonstrate >70% local control at 1 year with P-SBRT. Result(s): From 2009-2014, 91 pts were enrolled, of whom 90 were analyzed (1 withdrew prior to treatment). Median age was 68 (range, 34-89), 57 (63%) were male; 35 (39%) had colorectal primary, 16 (18%) had pancreatic, 12 (13%) had esophagogastric, 8 (9%) had HCC, 5 (6%) had lung, 3 (3%) had gallbladder, 3 (3%) had breast, 3 (3%) had small bowel or duodenal, 2 (2%) had anal, 2 (2%) had H&N, and 1 (1%) had prostate. Fifty-four pts (60%) had 1 tumor, 21 pts (23%) had 2, 10 pts (11%) had 3, 5 pts (6%) had 4. Median tumor size among 142 of the 146 tumors was 2.55 cm (range, 0.48-11.9). Among the 88 patients with complete tumor size data, 31 (35%) had tumors >5 cm and 7 (8%) had tumors >10 cm. Thirty (33%) pts received 50 Gy, 53 (59%) pts 40 Gy, 7 (8%) pts 30 Gy. No pts developed grade 3 RT-related toxicity. Median follow-up from the start of treatment, among 39 pts still alive, was 11 months (range, 0.3-41 mo). The 1-year LC was 77%, with a mOS of 18 months (95% CI = 14-21) and mPFS of 4 months (95% CI = 3-8). For colorectal patients 1-yr LC was 60%, with a mOS of 18 mo (95% CI = 13-32). Conclusion(s): Proton stereotactic body radiation therapy is associated with high rates of one-year local control and a favorable toxicity profile.",exclusion,No comparator,,,,,,
random-journal.pdf,LivP25,CTRI/2017/09/009879,2017,,LIV.P:#3,A study to determine the efficacy of radiation therapy and specialized drug treatment in the management of liver cancer,"INTERVENTION: Intervention1: Stereotactic Body Radiation Therapy: The following techniques contributing to the high precision are used in SBRT: Stereotactic body frame (SBF) with abdominal compression, multimodality imaging for treatment planning, daily imaging in the treatment position (in or outside the treatment room), EPID‐imaging or cone‐beam CT scan (CBCT) in the treatment room, use of a multi‐slice CT scanner (4DCT) instead of a single slice scanner to avoid imaging artifacts, use of implanted gold markers, active breathing control (ABC), and tumor tracking (robotic Cyberknife). Immbolization is done and treatment planning by imaging and radiation dose 3‐fraction schedule should be preferred over a 6‐fraction schedule. Control Intervention1: Transarterial chemoembolization: transarterial chemoembolization DEB‐TACE procedureTranscatheter treatment of hepatocellular carcinoma with Doxorubicin loaded DC/LC beads. Microcatheter, superselective cauterization, C‐arm 2‐D X‐ray imaging combined with CBCT scan following the procedure is recommended. Response by m‐RECIST 4 weeks after treatment, every TACE. CONDITION: Hepatocellular cancer PRIMARY OUTCOME: Progression at 1 year: local, intra‐ and extrahepatic progression‐‐‐‐‐‐Timepoint: 1 year SECONDARY OUTCOME: â?¢Response rate <br/ >; â?¢Local failure â?? <br/ >; â?¢Intrahepatic failure â?? more than 1 cm from the original tumor volume <br/ >; â?¢Extrahepatic failure <br/ >; â?¢Overall survival <br/ >; â?¢Toxicity â?? consecutive follow‐up. <br/ >; â?¢QoL (EORTC QLQC30, EORTC QLQ‐HCC18) <br/ >; â?¢Cost‐benefit treatment, costs of complication (hospitalization) and patient care/additional therapy for HCC following protocol therapy). <br/ >; ‐‐‐‐‐‐Timepoint: 3 year INCLUSION CRITERIA: â?¢HCC (biopsy or radiological diagnostic ( >1 cm, enhancing in arterial phase and wash‐out in later phases). â?¢Number of lesions: not more than 3 lesions â?¢Lesion size: up to 10 cm for a single lesion (and up to 10 cm cumulative diameter, if there is more than 1 lesion) â?¢Child‐Pugh A or B ( <7) on examination within 6 weeks prior to study entry â?¢BCLC Stage A/B â?¢Must be fit (eligible) for SBRT and TACE â?¢ Unsuitable/unwilling for resection or transplant or radiofrequency ablation (RFA) or if these options are not available â?¢Distance between GTV (lesion) and luminal structures (including esophagus, stomach, duodenum, small or large bowel) is >10 mm â?¢All blood work obtained within 2 weeks prior to study entry with adequate organ function defined as follows: oAbsolute neutrophil count (ANC) â?¥ 1,500 cells/mm3 oPlatelets â?¥50,000 cells/mm3 oHe",inclusion,,The abstract has typos. The article from the Cochrane library has the same typos and the reading is not very clear,,,,,
