source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num,Repetit,Full text,Reason for exclusion
random-journal.pdf,ProM11,"Fuller, D B",2017,English,pro.m,5-year outcomes from a prospective multi-institutional trial of heterogeneous dosing stereotactic body radiotherapy (SBRT) for low-and intermediate-risk prostate cancer,"Background: SBRT is an emerging treatment for prostate cancer, but long-term reporting remains sparse. We present a prospective Phase II trial with 90% treated in community facilities. Method(s): 14 institutions enrolled 259 patients - 112 low-risk; 147 intermediate-risk. The regimen emulated a high-dose rate brachytherapy (HDR) regimen - 38 Gy/4 fractions delivered by robotic SBRT. Androgen deprivation therapy was not allowed. HDR-like heterogeneous prostate dosing was used (Dmax >57 Gy). Toxicities were assessed by CTCAE v3.0 and quality of life assessed by Expanded Prostate Cancer Index Composite (EPIC). Biochemical recurrence was defined by Phoenix criteria. Result(s): Median follow-up is 5 years. 5-yr Grade 2 GU toxicity was 13.7% and GI toxicity 4.5%, with Grade 3 rates of 3% (GU) and 0% (GI) (one Gd 4 GU event). 5-yr median PSA was 0.1 ng/mL with further subsequent decrease (7 y = 0.035 ng/mL). 5-yr biochemical disease-free survival (bDFS) = 100% for low-risk and 88.5% for int-risk. 6 patients developed distant metastasis and one died of disease. Median EPIC GU obstruction and GI scores were similar at baseline vs. 5 years. 2% of patients had baseline GU incontinence requiring pad use vs 10% at 5 yrs. Of baseline potent men, 46% remained so at 5 yrs (66.7% for those age <=65 vs. 37.1% age >65 at treatment). Conclusion(s): This is the first report of 5-year median follow-up outcomes post heterogeneous dosing SBRT for early prostate cancer. This treatment produces a low PSA nadir vs other forms of radiotherapy, with a favorable long-term result that appears reproducible in the community. (Table presented).",exclusion,Other study design + no comparator,,,,,
random-journal.pdf,ProM12,"G., Habl",2017,English,pro.m,68GA-PSMA-pet for radiation treatment planning in prostate cancer recurrences after surgery: Individualized medicine or new standard in salvage treatment,"Purpose/Objective(s): The 68Ga-PSMA-PET imaging is a novel promising diagnostic tool to locate early biochemical failure after radical prostatectomy (RP) in prostate cancer (PC) patients. Exact knowledge of the relapse location may result in changes of both therapy concept and TNM stage. To gain data for this approach, we evaluated PC patients receiving 68Ga-PSMA-PET imaging before salvage radiotherapy (RT). Purpose/Objective(s): In this study, 100 patients with biochemical failure after RP +/-prior RT were evaluated who underwent 68Ga-PSMA PET/CT or PET/MRI. All received salvage RT in our department. We analyzed TNM staging changes due to 68Ga-PSMA-PET imaging and its influence on RT planning and treatment. Result(s): Median age was 64 years (range = 46-79 years). Uptake in 68Ga-PSMA-PET indicative for tumor recurrence was found in 76% of the patients with biochemical recurrent PC. Median PSA level was 1.0 ng/mL (range = 0.12-14.7 ng/mL). Of these, 80% showed no morphological correlate in the corresponding CT or MRI. Forty-three percent of all patients experienced a change in TNM stage due to 68Ga-PSMA-PET imaging. Patients had changes from Tx to rcT+ (28%), 12% from pN0 to rcN1, 1% from pN0/cM0 to rcM1a, and 8% from cM0 to rcM1b. Due to the additional knowledge of 68Ga-PSMA-PET imaging, initial planned RT planning was adapted in 59% of all cases. An additional simultaneous integrated boost (SIB) to the prostate bed or lymph nodes was given to 32% and 63%, respectively. Ten patients received stereotactic body RT (SBRT) to single bone metastases. Conclusion(s): The 68Ga-PSMA-PET imaging showed a high clinical impact on staging and RT management in patients with biochemically recurrent PC, even at low serum PSA levels. With 43% changes in staging and 59% in radiotherapy planning, 68Ga-PSMA-PET becomes an indispensable tool in guiding radiation treatment for recurrent PC.",exclusion,Not dealing with the intervention of interest,,http://dx.doi.org/10.1016/j.ijrobp.2017.06.236,,,
random-journal.pdf,ProM13,"D., Boothe",2018,English,pro.m:#5;pro.p:#5,A comprehensive analysis of clinical trials including both immunotherapy and radiation therapy,"Purpose: Radiation therapy (RT) may work synergistically with cancer immunotherapies but clinical trial data is needed to validate this paradigm. We isolated the portfolio of trials that investigate the primary immunomodulatory properties of RT and examined recent trends in clinical trials that combine immunotherapy and RT (ITRT). Method(s): We queried clinicaltrials.gov for trials initiated since 2002 using both radiation and immunotherapy as mandated interventions. We designated the trials that examine the specific aspects of RT or its abscopal properties as ""Primary RT Immunomodulation"" trials. Chi-squared analysis determined differences between primary RT immunomodulation trials and those that incorporate RT as a secondary intervention. Joinpoint regression modeling determined the rate of change of the introduction of new trials over time. Result(s): One hundred and ninety trials met inclusion criteria. Targeted immunostimulatory agents, including checkpoint inhibitors, were the most common immunotherapy (n = 79 [41.6%]). Sixty-six (34.7%) trials included RT as the primary intervention, with 50 (75.6%) of these utilizing stereotactic body radiation (SBRT). All ITRT trials increased at a rate of 14.8% per year. Primary RT immunomodulation trials increased at a rate of 26.8% per year. Primary RT immunomodulation trials were more likely to utilize targeted immunostimulatory agents (p < 0.01), and SBRT (p < 0.01), and more likely to involve metastatic sites (p < 0.01). The number of ITRT studies increased drastically in the latest two years of the study. Conclusion(s): The number of new ITRT clinical trials is increasing rapidly. This increase in quantity may improve the clinical application of the immunomodulatory properties of RT.Copyright © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.",exclusion,review,Llegir per si podem recuperar algun estudi dels 50 que cita en què utilitzen SBRT,http://dx.doi.org/10.1007/s13566-018-0351-x,ProP15,,
random-journal.pdf,ProM14,"Nissola, L",2019,English,pro.m:#5,"A multicenter, open-label, exploratory platform study to evaluate biomarkers and immunotherapy combinations for the treatment of patients with metastatic castration-resistant prostate cancer (PORTER)","Background Metastatic castration resistant prostate cancer (mCRPC), the lethal form of prostate cancer, has shown limited benefit from immune checkpoint inhibition as monotherapy, with two randomized phase 3 trials with ipilimumab failing to show a survival benefit, and a large phase 2 trial with pembrolizumab demonstrating an overall response rate (ORR) of 3-5%. Clearly novel combinations are needed and a deeper understanding of immune resistance. Using a multi-arm, multi-stage platform design, the PORTER study will adaptively test multiple immunotherapeutic combinations to activate the innate and adaptive immune systems. Coupled with deep immune biomarker profiling, this design will enable rapid insights into the immune responses for each combination, providing data for potential larger definitive trials, while generating hypotheses for new cohorts. Methods PORTER is an open-label, non-randomized, exploratory platform study designed to assess the safety and antitumor activity of multiple immunotherapy combinations in participants with mCRPC who have received prior secondary androgen inhibition therapy. Each cohort has a two-stage design (initial n = 15, expansion n = 15) with a decision to expand based on the safety, clinical activity, and biomarker results observed in the initial stage. Cohort A is open and recruiting, testing the combination of bempegaldesleukin (?BEMPEG?, NKTR-214; a CD-122 preferential IL-2 pathway agonist) with nivolumab (PD-1 inhibitor), postulating that this will increase PD-L1 expression, intratumoral T and NK cells, and induce an IFN gamma signature. Cohort B will combine CDX-301 (Flt3L), poly-ICLC (PAMP-adjuvant), nivolumab and stereotactic body radiation therapy, in 1-5 metastatic sites, inducing immunogenic cell death, mobilizing and activating dendritic cells increasing tumor antigen presentation, and overcoming adaptive immune resistance in mCRPC. Cohort C will evaluate INO-5151, a DNA vaccine encoding PSA, PSMA, and IL-12 delivered via intramuscular electroporation, in addition to CDX-301 and nivolumab. This is a multi-pronged approach to mobilize and activate dendritic cells, stimulate anti-tumor CD8 T cells, and circumvent adaptive immune resistance. Inclusion criteria include: histologically-confirmed mCRPC that is measurable or non-measurable by Prostate Cancer Clinical Trials Working Group 3 and progressing despite secondary androgen receptor signaling inhibitor therapy. The primary endpoint: safety, as assessed by the incidence and severity of adverse events. Secondary endpoints: Composite ORR (PSA reduction >50%, confirmed CR or PR per RECIST 1.1, or change in circulating tumor cell (CTC) from >5 cells/7.5 ml to.",exclusion,Other study design,Study will include inmunotherapy+SBRT. Read only if we decide to include inmunotherapy,http://dx.doi.org/10.1186/s40425-019-0763-1,ProP17,,
random-journal.pdf,ProM15,"Z., Wardak",2019,English,1 population;pro.m:#5;pro.p:#5,A Phase 2 Clinical Trial of SABR Followed by Immediate Vertebroplasty for Spine Metastases,"Purpose: To determine the pain response and prevention of vertebral compression fractures (VCFs) after single-fraction stereotactic ablative radiation therapy (SABR) in conjunction with immediate vertebroplasty for spine metastases. Methods and Materials: Patients with localized spine metastases free from VCF associated with loss of vertebral height with a pain score >=4 using the visual analog scale were enrolled. Spine SABR was performed with 20 Gy delivered to the gross disease and 14 Gy to the contiguous bone marrow in a single fraction. Immediate, prophylactic vertebroplasty was performed within 1 month after spine SABR. The primary endpoint was pain response at 3 months compared to the historical control with external beam radiation therapy from Radiation Therapy Oncology Group study 9714. Secondary endpoints included pain response at 1 month, duration of pain response, vertebroplasty rate, VCF rate, local control, and overall survival. Result(s): Thirty-five patients were enrolled, of whom 29 were deemed eligible and underwent single-fraction spine SABR. Twenty-three of these patients subsequently underwent prophylactic vertebroplasty. The 3-month pain response was significantly improved compared to Radiation Therapy Oncology Group study 9714: 95% versus 51% (P <.0001). The local control with a median follow-up of 9.6 months was 92%. The freedom from VCF was 90% at 1 year. Spine SABR was well tolerated with no grade 2 or higher toxicities. A single patient with disease extending from the vertebral body into the spinal canal developed vertebroplasty-related myelopathy, which was corrected with surgery. Conclusion(s): Single-fraction SABR immediately followed by prophylactic vertebroplasty improves pain response compared with conventional radiation therapy while providing long-term pain control and structural stability of the treated spine. Vertebroplasty is well tolerated as a prophylactic measure in patients without loss of vertebral height after spine SABR. Pain response and VCF rates are similar to patients undergoing SABR alone. Thus, patients who would benefit most from the addition of vertebroplasty need to be further identified.Copyright © 2019 Elsevier Inc.",exclusion,Not dealing with the intervention of interest (dealing with spine metastasis),,http://dx.doi.org/10.1016/j.ijrobp.2019.01.072,ProP21,,
random-journal.pdf,ProM16,EUCTR2018-003461-34-DK,2019,,pro.m:#2;pro.p:#2,A phase 2 trial for patients with metastatic prostate cancer to study treatment with nivolumab and ipilimumab with or without radiotherapy,,exclusion,,Confirm that we don't include combinations with antibodies,,ProP22,,
random-journal.pdf,ProM17,"I., Mallick",2020,English,pro.m:#5;pro.p:#5,A Phase I/II Study of Stereotactic Hypofractionated Once-weekly Radiation Therapy (SHORT) for Prostate Cancer,"Aims: Stereotactic radiation therapy has been investigated predominantly in patients with low-intermediate-risk disease. We conducted a clinical trial of stereotactic hypofractionated radiation therapy delivered in once-weekly fractions on patients with all-risk non-metastatic disease to test feasibility, acute toxicities and patient-reported outcomes. Material(s) and Method(s): In this phase I/II study, 30 patients with prostatic adenocarcinoma, any Gleason score, T1-4N0 and prostate-specific antigen <=60 ng/ml were treated with volumetric intensity modulated arc radiation therapy to a dose of 35 Gy in five fractions delivered once weekly. Patients with high-risk disease also received elective nodal irradiation to a dose of 25 Gy in five fractions simultaneously. Androgen deprivation was offered to intermediate- and high-risk patients. The primary outcome was acute toxicity. Secondary outcome measures included biochemical control and late toxicity. Patient-reported outcomes were measured using the International Prostate Symptom Score and European Organization for Research and Treatment of Cancer (EORTC) Quality-of-Life Questionnaire (QLQ). Result(s): All 30 patients completed treatment per-protocol. Most patients had T3 (60%) and Gleason 7 (50%) tumours. The median prostate-specific antigen was 17 ng/ml. High-risk disease was present in 20 patients (66.7%). There was a low incidence of acute toxicities (grade 2 + urinary 3.3%, grade 2 rectal 0%). Within the EORTC QLQ framework, only the urinary symptom score showed a clinically meaningful worsening from a mean of 20/100 at baseline to 34/100 at the end of treatment (P < 0.001), but reduced to 24/100 at 6 months (P = 0.08). With a median follow-up of 41.5 months, two patients each reported grade 2 late urinary and rectal toxicity. The 3- and 4-year biochemical control rates were 96.7 and 87.9%, respectively. Conclusion(s): In a cohort of mainly high-risk cancers, stereotactic once-weekly radiation therapy was easy to implement and well tolerated, with a low incidence of acute and late toxicity and excellent biochemical control.Copyright © 2019 The Royal College of Radiologists",exclusion,Other study design (phase I/II),,http://dx.doi.org/10.1016/j.clon.2019.09.046,ProP24,,
random-journal.pdf,ProM18,"Callan, Laura",2019,English,pro.m:#5,A Phase I/II Trial of Fairly Brief Androgen Suppression and Stereotactic Radiation Therapy for High-Risk Prostate Cancer (FASTR-2): Preliminary Results and Toxicity Analysis,"PURPOSE: FASTR was designed to provide a compact treatment course for high-risk prostate cancer patients but was discontinued because of excess toxicity. We present the results of FASTR-2, which used a lower dose to the prostate (35 Gy vs 40 Gy), smaller posterior PTV margin (4 mm vs 5 mm) and omitted nodal radiation to lower the volumes of rectum receiving high and intermediate doses compared with FASTR. Gastrointestinal (GI) and genitourinary (GU) toxicities at baseline, 6 weeks, 6 months, and 1 year and biochemical control rates are presented. METHODS AND MATERIALS: Eligibility included high-risk prostate cancer (cT3/4, prostate-specific antigen >20 or Gleason Score ≥8), age ≥70 or refused standard treatment, and no evidence of metastatic disease. Patients received 18 months of androgen deprivation therapy starting 2 months before radiation. Clinical target volume was defined as prostate plus proximal 1-cm seminal vesicles. PTV was a nonuniform expansion around clinical target volume (4 mm posteriorly, 5 mm in all other directions). Volumetric arc therapy was used for treatment delivery (35 Gy delivered in 5 weekly fractions of 7 Gy each), and cone beam computed tomography with soft tissue matching (no fiducial placement) was used for daily image guidance. Toxicity was assessed at 6 weeks, 6 months, and 1 year according to Common Toxicity Criteria. RESULTS: In the study, 30 patients were enrolled in FASTR-2 between 2015 and 2017. Two patients were withdrawn owing to ineligibility after enrollment. One patient (3.7%) reported grade 2 GI toxicity at 6 weeks. There was no reported grade ≥2 GI toxicity at 6 months or 1 year. There were no reported episodes of rectal bleeding. Four patients (14.8%), 5 patients (17.9%), and 5 patients (21.7%) reported grade 2 GU toxicity at 6 weeks, 6 months, and 1 year, respectively. There were no reported cases of grade ≥3 GU toxicity. The most common toxicities were nocturia and urinary frequency or urgency. CONCLUSIONS: FASTR-2 was more tolerable than FASTR, with no grade ≥3 toxicities reported, in keeping with expectations based on our previous FASTR analysis. Long-term follow-up is necessary to ensure disease control and toxicity outcomes are comparable to conventional high-risk treatment paradigms.",exclusion,Other study design + no comparator,,10.1016/j.adro.2019.07.007,,,
random-journal.pdf,ProM19,"A.A., Solanki",2019,English,pro.m:#5,A Phase I/II trial of MRI-based Focal Salvage High Dose Rate Brachytherapy in Locally Radiorecurrent Prostate Cancer: Initial Dosimetric Feasibility and Preliminary Experience from the FSHARP Trial,"Purpose/Objective(s): Salvage high dose rate (HDR) brachytherapy for radiorecurrent disease results in biochemical control of ~50-70%, but has an ~10-20% risk of grade >=3 toxicity. Historically, salvage HDR has, but recently, advances in imaging have allowed for improved intraprostatic recurrence localization. We hypothesized that by using diagnostic multiparametric MRI and fluciclovine PET with MRI-based treatment planning, the salvage HDR therapeutic ratio could be improved by targeting the focal lesion in a single fraction. The FSHARP trial is currently studying this approach and we report the initial dosimetry and preliminary experience of patients enrolled on this study. Materials/Methods: FSHARP (NCT0331297) is a Phase I/II trial of salvage focal single fraction HDR for radiorecurrent prostate cancer in patients with locally recurrent prostate cancer after any form of definitive radiotherapy. The primary endpoint is 3-month RT-related CTCAE v4.03 grade >=3 genitourinary or gastrointestinal toxicity, with an initial 7 patient safety lead-in. Eligibility criteria include: initial diagnosis of cT1-T3a N0 M0 prostate adenocarcinoma, no evidence of metastases, and biopsy-proven local recurrence. All patients require a multiparametric MRI and biopsy of any target lesions. Patients undergo transrectal ultrasound-guided catheter placement followed by MRI-based treatment planning and HDR treatment. The planning target volume (PTV) is a 0-5 mm expansion around the gross tumor volume (GTV) avoiding surrounding critical structures. The prescription is to the periphery with the highest dose possible up to 30 Gy while not violating critical structure constraints and prioritizing GTV > PTV coverage. We performed a descriptive analysis of patient characteristics, dosimetry, and the acute EPIC-26 patient-reported quality of life of patients currently enrolled on the trial. Result(s): 11 of a planned 24 patients have been treated on trial and the initial safety lead-in has been completed, with enrollment ongoing. Prior definitive treatment included external beam radiotherapy (n=8), low dose rate brachytherapy (n=2), and stereotactic body radiotherapy (n=1), with a median of 67 months from the completion of prior radiotherapy. Median pre-salvage PSA was 6.3 (range: 2.6-13.5). The median number of HDR catheters was 17 (range: 13-22), and the median prescribed peripheral dose was 19 Gy (19-22). Median GTV was 5.4 cc (2.01-44.72). Median PTV was 23.7 cc (8.78-76.69). Median GTV D90 was 21.3 Gy (17.13-35.91), PTV D90 was 19.6 Gy (16.3-23.9) Conclusion(s): Accrual to the FSHARP trial is ongoing. Future studies will correlate dosimetric findings with clinical outcomes. The table describes the baseline and follow-up median EPIC-26 scores up to 6 months with median follow-up of 6.23 months (0.8-12.2). [Figure presented]Copyright © 2019",exclusion,Not dealing with the intervention of interest,Brachytherapy,http://dx.doi.org/10.1016/j.ijrobp.2019.06.1772,ProP25,,
random-journal.pdf,ProM20,"R.B., Den",2020,English,pro.m:#5,A phase IB clinical trial of 15 Gy HDR brachytherapy followed by hypofractionated/SBRT in the management of intermediate-risk prostate cancer,"Purpose: High dose-rate (HDR) brachytherapy is commonly administered as a boost to external beam radiation therapy (EBRT). Our purpose was to compare toxicity with increasingly hypofractionated EBRT in combination with a single 15 Gy HDR boost for men with intermediate-risk prostate cancer. Methods and Materials: Forty-two men were enrolled on this phase IB clinical trial to one of three EBRT dose cohorts: 10 fractions, seven fractions, or five fractions. Patients were followed prospectively for safety, efficacy, and health-related quality of life (Expanded Prostate Index Composite). Efficacy was assessed biochemically using the Phoenix definition. Result(s): With a median follow up of 36 months, the biochemical disease-free survival was 95.5%. One man developed metastatic disease at 5 years. There was no significant minimally important difference in EPIC PRO for either urinary, bowel, or sexual domains. There was one acute Grade 3 GI and GU toxicity, but no late Grade 3 GU or GI toxicities. Conclusion(s): Fifteen gray HDR brachytherapy followed by a five fraction SBRT approach results in high disease control rates and low toxicity similar to previously reported HDR protocols with significant improvement in patient convenience and resource savings. While mature results with longer follow up are awaited, this treatment approach may be considered a safe and effective option for men with intermediate-risk disease.Copyright © 2020 American Brachytherapy Society",exclusion,Not the right comparator,Compara diferents dosis de SBRT combinades amb Brachytherapy,http://dx.doi.org/10.1016/j.brachy.2020.02.008,,,
random-journal.pdf,ProM21,"Tran, P T",2020,English,pro.m,A phase II randomized trial of Observation versus stereotactic ablative RadiatIon for OLigometastatic prostate CancEr (ORIOLE),"Background: Mounting evidence supports metastatic ablation for oligometastatic prostate cancer (OMPC). Importantly, biomarkers to determine patients who benefit most from complete ablation are unknown. We hypothesize that stereotactic ablative radiation (SABR) will improve oncologic outcomes in men with OMPC. Method(s): In this phase II randomized trial, men with recurrent hormone-sensitive OMPC (1 -3 radiation fields) were stratified by primary management (radiotherapy vs surgery), PSA doubling time, and prior androgen deprivation therapy and randomized 2:1 to SABR or observation (OBS). The primary endpoint was progression at 6 months by PSA (> 25% increase and > nadir + 2 ng/mL), conventional imaging (RECIST 1.1 criteria or new lesion on bone scan), or symptomatic decline. Tissue, liquid and imaging correlatives were analyzed as biomarkers. Result(s): From 5/2016-3/2018, 54 patients were randomized. Progression at six months occurred in 19% of SABR patients and 61% of observation patients [p=0.005]. SABR improved median PFS (not reached vs 5.8 months, HR 0.30, p = 0.0023). Total consolidation of PSMA radiotracer-avid disease decreased the risk of new lesions at six months (16% vs 63% p = 0.006). No toxicity > grade 3 was observed. T-cell receptor sequencing identified increased clonotypic expansion (p = 0.03) following SABR and correlation between baseline clonality and progression with SABR only. Analysis of circulating tumor DNA (ctDNA) and germline mutations identified a mutation profile that was associated with benefit from SABR. Conclusion(s): SABR for OMPC improves outcomes and is enhanced by total consolidation of disease identified by PSMA-targeted PET. SABR induces a systemic immune response, and baseline immune phenotype and tumor mutation status may predict the benefit from SABR. These results underline the importance of prospective randomized investigation of the oligometastatic state with integrated imaging and biological correlates.",inclusion,,Potser el follow-up no és prou llarg i nombre de participants és petit.,http://dx.doi.org/10.1200/JCO.2020.38.6_suppl.116,ProP26,,Conference abstract
