source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num
random-journal.pdf,LivM11,"Lai, S.F. F",2019,English,5 study;LIV.M: #1;LIV.M:#1;LIV.P:#1;pro.m;pro.p:#1,A Prospective Randomized Phase II Trial of Single-Fraction versus Multi-Fraction Stereotactic Spine Radiosurgery for Spinal Metastases: An Initial Analysis,"Purpose/Objective(s): The optimal schedule of spinal stereotactic radiosurgery (SSRS) for patients with limited spinal metastases is not well established and has never been investigated in a prospective randomized trial. The present randomized phase II study aimed to compare 2 SSRS schedules to determine which results the lowest rate of grade 3 or higher protocol-specified adverse events at 4 months. Materials/Methods: Patients with biopsy-proven non-hematogenous malignancy and limited un-irradiated spine metastases not requiring upfront spine surgery were eligible. Patients were randomized to receive either 16 Gy in 1 fraction or 24 Gy in 3 fractions on every other day. This study was designed to detect a protocol-specified adverse event rate > 20% at a 10% significance level (1-sided) and 90% power. Secondary analysis included time to treatment failure, which was defined as presence of grade 3 or higher adverse events or unequivocal local progression of treated spine(s) indicative of re-irradiation or surgical intervention. Designating the preferable of the 2 schedules was based on rules of protocol-specified adverse events and treatment failure rate for each arm. Result(s): Between November 2015 and October 2018, 50 patients (pts) were enrolled for SSRS to 75 metastatic spinal lesions, including 41 lung cancer, 2 breast cancer, 2 head and neck cancer, 2 liver cancer, 2 prostate cancer, and 1 colon cancer. The median age was 62 years old (range 36-79). There were 1 cervical, 41 thoracic, 31 lumbar, and 2 sacral sites for SSRS. Twenty-six patients were randomized to the single-fraction (SF) arm, and 24 patients were randomized to the multi-fraction (MF) arm. The median follow-up time was 11.73 months (range 0.67-39 months). At 4 months, none of the 25 evaluable patients in the SF arm experienced any protocol-specified grade 3 or higher toxicity, but 1 out of the 21 evaluable patients in the MF arm underwent surgical intervention due to progressive compression fracture. During longer follow-up, 2 patients in the SF arm and five additional patients in the MF arm developed treatment failure. The median time to treatment failure was 13.5 months for SF arm, and 8 months for MF arm. The one-year treatment failure rate was significantly worse in the MF arm (SF 5.6% versus MF 14.3%, p=0.04). Conclusion(s): Both SF and MF SSRS seem safe and the SF arm has met its primary endpoint. The interim analysis suggests 16 Gy in single fraction might be the preferable SSRS schedule and warrants longer follow-up as well as further investigation.Copyright © 2019",exclusion,Wrong intervention,,10.1016/j.ijrobp.2019.06.477 
random-journal.pdf,LivM12,"Moon, Dominic H",2018,eng,LIV.M:#5;LIV.P:#5,A prospective study of the safety and efficacy of liver stereotactic body radiotherapy in patients with and without prior liver-directed therapy.,"BACKGROUND AND PURPOSE: To evaluate the safety and efficacy of liver stereotactic body radiotherapy (SBRT), and examine potential factors impacting outcomes including prior liver-directed therapy. MATERIALS AND METHODS: Patients with ECOG 0-1, Child-Pugh Class A or B, and primary hepatocellular carcinoma (HCC) or liver metastases unsuitable for surgical resection or ablation were eligible for a prospective single arm trial. SBRT was delivered with a CyberKnife system to 45 Gy in 3 fractions with a predetermined dose de-escalation scheme. Adverse events, local control, and survival were assessed. RESULTS: A total of 30 patients were enrolled. Eleven patients (37%) had HCC and 19 (63%) patients had liver metastases. Fourteen patients (47%) had prior liver-directed therapies including nine with liver resection, seven with trans-arterial chemoembolization, and six with radiofrequency ablation. Cumulative grade 2 and 3 acute toxicity occurred in 47% and 7% of patients, respectively. Similar rates of ≥grade 2 acute toxicity were observed between patients who had prior liver-directed treatments and those who did not. At a median follow-up of 12.7 months, 1-year local control and overall survival were 81% and 62%, respectively. Prior liver-directed therapy did not affect local control or survival. CONCLUSIONS: Liver SBRT is a safe and effective treatment even in the setting of prior liver-directed surgical and ablative therapies.",exclusion,No comparator,,10.1016/j.radonc.2018.01.004 
random-journal.pdf,LivM13,ChiCTR1900025300,2019,,LIV.M:#2;LIV.P:#2,A randomized controlled trial for transcatheter arterial chemoembolization (TACE) and sorafenib in hepatocellular carcinoma with portal vein cancer and non-combined stereotactic radiotherapy (SBRT) in the treatment of hepatocellular carcinoma with portal,,exclusion,Wrong comparator,TACE + sorafenib,
random-journal.pdf,LivM14,"Al-Shafa, Faiez",2019,eng,5 studyl LIV.M:#5;LIV.P:#1;pro.m:#5;pro.p:#5,A Review of Ongoing Trials of Stereotactic Ablative Radiotherapy for Oligometastatic Cancers: Where Will the Evidence Lead?,"Purpose: The oligometastatic state is a proposed entity between localized cancer and widely metastatic disease, comprising an intermediate subset of metastatic cancer patients. Most data to support locally-directed treatment, such as stereotactic ablative radiotherapy (SABR), for oligometastases are from retrospective institutional reports. Following the success of a recently completed and reported phase II trial demonstrating important clinical outcomes, herein we review the current landscape of ongoing clinical trials in this context. Materials and methods: A review of currently activated and registered clinical trials was performed using the clinicaltrials.gov database from inception to February 2019. A search of actively recruiting trials, using the key words oligometastases, SABR, and various related terms was performed. Search results were independently reviewed by two investigators, with discrepancies settled by a third. Data abstracted from identified studies included study type, primary disease site, oncologic endpoints, and inclusion/exclusion criteria. Results: Of the initial 216 entries identified, 64 met our review eligibility criteria after full-text review. The most common study type was a phase II clinical trial (n = 35, 55%) with other study designs ranging from observational registry trials to phase III randomized controlled trials (RCTs). A minority of trials were randomized in design (n = 17, 27%). While most studies allowed for metastases from multiple primary disease sites (n = 22, 34%), the most common was prostate (n = 13, 15%), followed by breast, gastrointestinal, non-small cell lung cancer (NSCLC), and renal (n = 6, 9% each). In studies with a solitary target site, the most common was liver (n = 6, 9%) followed by lung (n = 3, 5%). The most common primary endpoints were progression-free survival (PFS) (n = 20, 31%) and toxicity (n = 10, 16%). A combined strategy of systemic therapy and SABR was an emerging theme (n = 23, 36%), with more recent studies specifically evaluating SABR and immunotherapy (n = 9, 14%). Conclusion: The safety and efficacy of SABR as oligometastasis-directed treatment is increasingly being evaluated within prospective clinical trials. These data are awaited to compliment the abundance of existing observational studies and to guide clinical decision-making.",exclusion,Review,"Important, read for more information",10.3389/fonc.2019.00543
random-journal.pdf,LivM15,"T.S., Hong",2015,English,LIV.M:#5*;LIV.P:#1,A single arm phase 2 study of individualized proton-based stereotactic body radiation therapy (p-SBRT) of liver metastases,"Purpose/Objective(s): Modern radiation therapy techniques such as protons, permit delivery of ablative doses of RT to the liver. Prior reports of V-effective (Veff), individualized SBRT in liver metastases demonstrate 1- year local control (LC-1) rates exceeding 70%. Protons can potentially allow for higher dose delivery when using an individualized, Veff-based strategy due to lack of exit dose, and thereby, allow for improved local control. In this study we evaluate the efficacy of Veff, individualized proton (P-) SBRT in patients with liver metastases from solid tumors. Materials/Methods: Patients enrolled in an NCI sponsored, single arm, phase 2 study (NCT 01239381). Key eligibility included liver metastases from a solid tumor, absent or limited extrahepatic disease (stable for >3 mo), Child's A or no cirrhosis, ECOG PS 0-2, no prior liver-directed RT and expected survival >3 months. No upper size limit was required, but pts were required to have least 800 mL of uninvolved liver. Patients were treated with 5 P-SBRT treatments. Radiation dose was based on Veff of liver-GTV. Patients with Veff <0.22 received 50 Gy, Veff 0.22-0.50 received 40 Gy, and Veff >0.51 received 30 Gy. Treatments were administered as one daily fraction, 2-3 days per week, over 2 weeks. The trial was designed to demonstrate >70% local control at 1 year with P-SBRT. Result(s): From 2009-2014, 91 pts were enrolled, of whom 90 were analyzed (1 withdrew prior to treatment). Median age was 68 (range, 34-89), 57 (63%) were male; 35 (39%) had colorectal primary, 16 (18%) had pancreatic, 12 (13%) had esophagogastric, 8 (9%) had HCC, 5 (6%) had lung, 3 (3%) had gallbladder, 3 (3%) had breast, 3 (3%) had small bowel or duodenal, 2 (2%) had anal, 2 (2%) had H&N, and 1 (1%) had prostate. Fifty-four pts (60%) had 1 tumor, 21 pts (23%) had 2, 10 pts (11%) had 3, 5 pts (6%) had 4. Median tumor size among 142 of the 146 tumors was 2.55 cm (range, 0.48-11.9). Among the 88 patients with complete tumor size data, 31 (35%) had tumors >5 cm and 7 (8%) had tumors >10 cm. Thirty (33%) pts received 50 Gy, 53 (59%) pts 40 Gy, 7 (8%) pts 30 Gy. No pts developed grade 3 RT-related toxicity. Median follow-up from the start of treatment, among 39 pts still alive, was 11 months (range, 0.3-41 mo). The 1-year LC was 77%, with a mOS of 18 months (95% CI = 14-21) and mPFS of 4 months (95% CI = 3-8). For colorectal patients 1-yr LC was 60%, with a mOS of 18 mo (95% CI = 13-32). Conclusion(s): Proton stereotactic body radiation therapy is associated with high rates of one-year local control and a favorable toxicity profile.",exclusion,No comparator,,
random-journal.pdf,LivM16,NCT02820194,2016,,LIV.M:#3;LIV.P:#1,A Trial on SBRT Versus MWA for Inoperable Colorectal Liver Metastases (CLM),"he trial is a monocentric prospective, randomised controlled, unblinded, parallel‐group superiority trial of Stereotactic Body Radiation Therapy (SBRT) versus Microwave Ablation (MWA) for the curative treatment of inoperable colorectal liver metastases. Patients will be randomised on an equal basis to either SBRT or MWA. The two modality treatments (SBRT versus MWA) will be evaluated for short‐ and longer‐term outcomes. The key short‐term outcomes will include assessment of local response rate and acute toxicity. Longer‐term outcomes will concentrate on oncological aspects of the disease with analysis of disease‐free and overall survival and local recurrence rates at 3‐year follow‐up.",exclusion,Wrong comparator,,
random-journal.pdf,LivM17,"L., Vroomen",2018,English,LIV.M:#2;LIV.P:#1,Ablation of colorectal liver metastases by irreversible electroporation: Final results of the COLDFIRE-2 Trial,"Purpose: To investigate the safety and efficacy of irreversible electroporation (IRE) for colorectal liver metastases (CRLM) that are contraindicated for surgical resection and thermal ablation because of safety or efficacy concerns. Materials: In this prospective, single-Arm, phase-II trial 40 patients with CRLMs <= 3.5 cm were treated with IRE. Adverse events (AEs) were graded according to the Common Terminology Criteria for Adverse Events (CTCAE) 4.0. Threemonthly 18F-FDG PET-CT, contrast-enhanced CTs and MRIs were made to detect disease progression. Kaplan-Meier estimates were used for survival analysis. Result(s): IRE was successfully performed in all 40 patients (49 CRLMs). There were no IRE related deaths. There were 10 minor AEs (grade I or II) and nine major complications (seven grade III, two grade IV). After a median follow-up of nine months (range, 0-34 months), eight lesions showed an ablation site recurrence, three were successfully retreated (primary efficacy rate 76%; assisted efficacy rate 85%). Median disease free survival was 4.5 months (95%-CI 2.8-6.1 months); first site of disease recurrence was liver (n = 11), lung (n = 3), liver & lung (n = 11), intestines (n = 2), peritoneal deposits (n = 3), bone (n = 2), and brain (n = 1). Median overall survival was not reached; one-year overall survival was 78%. Conclusion(s): IRE represents a safe and effective technique for patients with small CRLM (<= 3.5 cm) that are unsuitable for surgery and thermal ablation. Although the outcome regarding local tumor control appears to be promising, the relatively high number of early distant site recurrences should keep us wary. The results mandate the setup of a trial comparing IRE to stereotactic ablative radiotherapy (SABR) for CRLM unsuitable for surgery and thermal ablation (COLDFIRE-3).",exclusion,Wrong intervention,,
random-journal.pdf,LivM18,"L.G., Vroomen",2017,English,LIV.M:#2;LIV.P:#1,Ablation of colorectal liver metastases by irreversible electroporation: Final results of the COLDFIRE-2 trial,"Purpose: To investigate the safety and efficacy of irreversible electroporation (IRE) of colorectal liver metastases (CRLMs) considered unsuitable for surgical resection and thermal ablation because of the proximity of vital structures. Material(s) and Method(s): In this prospective, single-arm, phase II trial, 30 patients with CRLMs <= 3.5 cm were treated with IRE. Adverse events (AEs) were graded according to the Common Terminology Criteria for Adverse Events (CTCAE). Three-monthly 18F-FDG PET-CT, contrast-enhanced CTs, and MRIs were performed to detect disease progression. Kaplan-Meier estimates were used for survival analysis. Result(s): IRE was successfully performed in all 30 patients (39 CRLMs). No IRE-related deaths occurred. Ten minor and 4 major AEs (all grade 3) were noted: portal vein thrombosis (n=2), biliary obstruction (n=1), and hemorrhage (n=1). After a median follow-up period of 11.0 (range, 2-33) months, 6 lesions showed an ablation site recurrence, 3 of which were successfully retreated (primary efficacy rate, 84.6%; assisted efficacy rate, 92.3%). Median EFS was 7.0 months; the first site of disease recurrence was liver (n=11), lung (n=7), liver and lung (n=2), brain (n=1), bone (n=1), and peritoneal deposits (n=2). Median OS was not reached; 1-year OS was 86.7%. Conclusion(s): IRE represents a safe and effective technique for small CRLMs that are unsuitable for surgical resection and thermal ablation. The outcome appears promising with regards to local tumor control, although the relatively high number of early distant site recurrences should keep us wary. The results mandate the setup of a trial comparing IRE to stereotactic ablative radiotherapy for CRLMs unsuitable for surgical resection and thermal ablation.",exclusion,Wrong intervention,,http://dx.doi.org/10.1007/s00270-017-1725-y 
random-journal.pdf,LivM19,"M., Meijerink",2019,English,LIV.M:#2; LIV.P:#1,Ablation of colorectal liver metastases by irreversible electroporation: Final results of the COLDFIRE-2 trial,"Purpose: Irreversible electroporation (IRE) is a primarily non-thermal image-guided tumor ablation technique that has shown promise to eradicate tumors nearby critical blood vessels, bile ducts and intestines. The aim of the COLDFIRE-2 trial was to investigate the safety and efficacy of IRE for unresectable colorectal liver metastases (CRLM) unsuitable for thermal ablation. Material(s) and Method(s): This single-arm, two center phase 2 clinical trial included 50 patients with 18F-FDG PET-avid CRLM <= 3.5 cm considered unsuitable for surgery and thermal ablation according to a multidisciplinary expert panel. The primary endpoint was technique efficacy. Secondary aims were safety, technical success, local control following repeat procedures, disease-free and overall survival. Result(s): Between April 2014 and September 2018, 50 patients with 61 CRLM were treated with IRE. Technical success was 98%; in 1 patient treatment was stopped prematurely due to a serious cardiac arrhythmia triggered by the electrical pulses. After treatment, 69% of the lesions were completely eradicated. Following repeat procedures, local control was reached in 85% of patients. Ten minor complications and 16 major complications (14 grade III, 2 grade IV) occurred in 20 patients. One patient died within 90 days after IRE. Conclusion(s): IRE represents a relatively safe and effective ablation method to eradicate CRLM <= 3.5 cm considered unsuitable for surgery and thermal ablation. Given the local control, IRE should currently not be considered for resectable or thermally ablatable CRLM. The local control rate, the low toxicity and the parenchyma sparing character of IRE justifies a future study comparing IRE to stereotactic body radiotherapy (COLDFIRE-3).",exclusion,Wrong intervention,,
random-journal.pdf,LivM20,"Coelen, Robert J S",2017,English,LIV.M:#2;LIV.P:#2,Ablation with irreversible electroporation in patients with advanced perihilar cholangiocarcinoma (ALPACA): A multicentre phase I/II feasibility study protocol,"INTRODUCTION: The majority of patients with perihilar cholangiocarcinoma (PHC) has locally advanced disease or distant lymph node metastases on presentation or exploratory laparotomy, which makes them not eligible for resection. As the prognosis of patients with locally advanced PHC or lymph node metastases in the palliative setting is significantly better compared with patients with organ metastases, ablative therapies may be beneficial. Unfortunately, current ablative options are limited. Photodynamic therapy causes skin phototoxicity and thermal ablative methods, such as stereotactic body radiation therapy and radiofrequency ablation, which are affected by a heat/cold-sink effect when tumours are located close to vascular structures, such as the liver hilum. These limitations may be overcome by irreversible electroporation (IRE), a relatively new ablative method that is currently being studied in several other soft tissue tumours, such as hepatic and pancreatic tumours. METHODS AND ANALYSIS: In this multicentre phase I/II safety and feasibility study, 20 patients with unresectable PHC due to vascular or distant lymph node involvement will undergo IRE. Ten patients who present with unresectable PHC will undergo CT-guided percutaneous IRE, whereas ultrasound-guided IRE will be performed in 10 patients with unresectable tumours detected at exploratory laparotomy. The primary outcome is the total number of clinically relevant complications (Common Terminology Criteria for Adverse Events, score of≥3) within 90 days. Secondary outcomes include quality of life, tumour response, metal stent patency and survival. Follow-up will be 2 years. ETHICS AND DISSEMINATION: The protocol has been approved by the local ethics committees. Data and results will be submitted to a peer-reviewed journal. CONCLUSION: The Ablation with irreversible eLectroportation in Patients with Advanced perihilar CholangiocarcinomA (ALPACA) study is designed to assess the feasibility of IRE for advanced PHC. The main purpose is to inform whether a follow-up trial to evaluate safety and effectiveness in a larger cohort would be feasible.",exclusion,Wrong intervention,,http://dx.doi.org/10.1136/bmjopen-2016-015810 
random-journal.pdf,LivM21,"Burkon, P",2019,English,LIV.M:#5*;LIV.P:#1,Ablative dose stereotactic body radiation therapy for oligometastatic disease: a prospective single institution study,"Localized, metastasis-directed stereotactic body radiation therapy (SBRT) of oligometastatic disease (OD) is currently rapidly evolving standard of care in many institutions. Further reports of outcomes are required to strengthen the level of evidence in the absence of comparative trials evaluating different practical procedures. The aim of this prospective single institutional study is to analyse, in unselected cohort of patients from real-world clinical practice, the long-term survival, tumor control outcomes and safety of SBRT in OD (radical ablative radiotherapy with biological equivalent dose BED10>100 Gy). In addition to standard toxicity and survival parameters, we report unique outcomes as FFWD - Freedom from widespread dissemination, FFNT - Freedom from the need of subsequent treatment and functional survival with Karnofsky performance status higher than 70%. A total of 110 patients were prospectively evaluated, 60% and 40% were treated for lung and liver oligometastatic disease, respectively. No grade 3 or 4 acute toxicities (CTCAE) were reported. With median follow up of 22.2 months and 2-year overall survival of 88.3%, four patients (6.1%) experienced local progression in the lung SBRT cohort. In the liver SBRT cohort, median follow up was 33 months, 2-year overall survival was 68.5% and 11 patients (25%) experienced local and 36 (81.8%) distal progression. Higher BED10 of 150-170 Gy compared to 100-150 Gy was an independent positive prognostic factor for local progression-free survival for all patients with hazard ratio 0.25. This confirms SBRT ablative radiobiology effects to be independent of OD primary histology and location. The best outcomes in terms of FFNT were observed in the multivariable analysis of patients with 1-2 lung OD compared to both the liver OD cohort and patients with more than 2 lung metastases. Better FFNT in the liver SBRT cohort was observed in patients with 1-2 liver metastases and in patients whose liver OD was irradiated by higher BED10. In conclusion, SBRT is a suitable option for patients who are not surgical candidates; with approximately 30% of patients not requiring subsequent treatment 2 years after SBRT. We believe that this treatment represents a safe and effective option for oligometastatic involvement in patients with various primary tumors.",exclusion,Other study design and no comparator,,10.4149/neo_2018_180731N558 
random-journal.pdf,LivM22,"J., Uhlig",2020,English,LIV.M:#3;LIV.P:#5,Abstract No. 497 Comparison of radiofrequency ablation and stereotactic radiotherapy for primary treatment of low- and intermediate-stage hepatocellular carcinoma: results from the National Cancer Database,"Purpose: Stereotactic radiotherapy (SRT) is an emerging treatment modality for HCC; however, there is scarce data to compare it to established radiofrequency ablation (RFA). Materials: The most recent version of the National Cancer Database (NCDB) was queried for adult patients diagnosed with AJCC stage 1-3 hepatocellular carcinoma (HCC) between 2004-2016. Patients receiving surgical resection of metastatic sites were excluded. HCC treatment was stratified as radiofrequency ablation (RFA) and stereotactic radiotherapy (SRT; defined as beam-based radiotherapy). Kaplan-Meier plots, log rank tests and Cox proportional hazards models were used to evaluate overall survival. Propensity score matching was utilized to account for potential confounders, separately for stage 1 and stage 2/3 disease. Result(s): A total of 13,030 patients met inclusion criteria, of whom n = 10,517 (80.6%) received RFA and n = 2531 (19.4%) SRT. Median SRT radiation dose was 44 Gy (IQR: 30-50 Gy) over a median of 5 fractions (IQR: 3-11 fractions). Patients treated with SRT were more commonly older whites with Medicare insurance and low comorbidities compared to RFA. SRT was less common for stage 1 HCC compared to RFA (48.3% vs. 67.7%, P <0.001) and for larger HCC (median size, 40 vs. 26 mm, P <0.001). HCC treatment via SRT was more common in East North Central and Middle Atlantic States. Annual case numbers for both treatment modalities increased from 2004-2016. After propensity score matching RFA to SRT for stage 1 HCC, a matched cohort with n = 1,868 patients was obtained with balanced confounders between both treatment modalities. Overall survival was evident for RFA vs. SRT in the matched cohort (HR = 0.67, 95% CI: 0.59-0.75, P <0.001). Comparable results were obtained for stage 2/3 HCC after propensity score matching (n = 1,694 patients, RFA vs. SRT HR = 0.62, 95% CI: 0.55-0.69, P <0.001). Conclusion(s): A majority of patients with non-surgically treated HCC receive RFA that shows superior overall survival versus stereotactic radiotherapy.Copyright © 2020",exclusion,Wrong comparator,,http://dx.doi.org/10.1016/j.jvir.2019.12.558 
